,movieId,title,year,rating,genres,cute,nudity,sad,scary,violent
0,1,Toy Story,1995,3.89,"Adventure,Animation,Children,Comedy,Fantasy",5.0,0.0,0.0,2.0,0.0
1,2,Jumanji,1995,3.25,"Adventure,Children,Fantasy",2.0,0.0,0.0,4.0,0.0
2,3,Grumpier Old Men,1995,3.17,"Comedy,Romance",0.0,0.0,0.0,0.0,0.0
3,4,Waiting to Exhale,1995,2.87,"Comedy,Drama,Romance",0.0,0.0,0.0,0.0,0.0
4,5,Father of the Bride Part II,1995,3.08,Comedy,3.0,0.0,0.0,0.0,0.0
5,6,Heat,1995,3.84,"Action,Crime,Thriller",0.0,0.0,0.0,0.0,5.0
6,7,Sabrina,1995,3.37,"Comedy,Romance",2.0,0.0,0.0,0.0,0.0
7,8,Tom and Huck,1995,3.12,"Adventure,Children",2.0,0.0,0.0,0.0,0.0
8,9,Sudden Death,1995,3.01,Action,0.0,0.0,0.0,0.0,0.0
9,10,GoldenEye,1995,3.43,"Action,Adventure,Thriller",0.0,0.0,0.0,0.0,0.0
10,11,"American President, The",1995,3.66,"Comedy,Drama,Romance",3.0,0.0,0.0,0.0,0.0
11,12,Dracula: Dead and Loving It,1995,2.67,"Comedy,Horror",0.0,0.0,0.0,0.0,0.0
12,13,Balto,1995,3.34,"Adventure,Animation,Children",3.0,0.0,0.0,0.0,0.0
13,14,Nixon,1995,3.43,Drama,0.0,0.0,0.0,0.0,2.0
14,15,Cutthroat Island,1995,2.73,"Action,Adventure,Romance",0.0,0.0,0.0,0.0,0.0
15,16,Casino,1995,3.8,"Crime,Drama",0.0,2.0,0.0,2.0,5.0
16,17,Sense and Sensibility,1995,3.95,"Drama,Romance",0.0,0.0,0.0,0.0,0.0
17,18,Four Rooms,1995,3.41,Comedy,0.0,0.0,0.0,0.0,2.0
18,19,Ace Ventura: When Nature Calls,1995,2.64,Comedy,0.0,0.0,0.0,0.0,0.0
19,20,Money Train,1995,2.89,"Action,Comedy,Crime,Drama,Thriller",0.0,0.0,0.0,0.0,0.0
20,21,Get Shorty,1995,3.57,"Comedy,Crime,Thriller",0.0,0.0,0.0,0.0,3.0
21,22,Copycat,1995,3.3,"Crime,Drama,Horror,Mystery,Thriller",0.0,0.0,0.0,2.0,2.0
22,23,Assassins,1995,3.16,"Action,Crime,Thriller",0.0,0.0,0.0,0.0,2.0
23,24,Powder,1995,3.18,"Drama,Sci-Fi",0.0,0.0,3.0,0.0,0.0
24,25,Leaving Las Vegas,1995,3.67,"Drama,Romance",0.0,0.0,4.0,0.0,4.0
25,26,Othello,1995,3.61,Drama,0.0,0.0,0.0,0.0,2.0
26,27,Now and Then,1995,3.43,"Children,Drama",3.0,0.0,0.0,0.0,0.0
27,28,Persuasion,1995,4.04,"Drama,Romance",0.0,0.0,0.0,0.0,0.0
28,29,"City of Lost Children, The (Cité des enfants perdus, La)",1995,3.92,"Adventure,Drama,Fantasy,Mystery,Sci-Fi",0.0,0.0,0.0,0.0,2.0
29,30,Shanghai Triad (Yao a yao yao dao waipo qiao),1995,3.64,"Crime,Drama",0.0,0.0,0.0,0.0,2.0
30,31,Dangerous Minds,1995,3.24,Drama,0.0,0.0,2.0,0.0,0.0
31,32,Twelve Monkeys (a.k.a. 12 Monkeys),1995,3.89,"Mystery,Sci-Fi,Thriller",0.0,0.0,0.0,0.0,2.0
32,33,Wings of Courage,1995,3.06,"Adventure,Romance,IMAX",0.0,0.0,0.0,0.0,0.0
33,34,Babe,1995,3.61,"Children,Drama",5.0,0.0,0.0,0.0,0.0
34,35,Carrington,1995,3.5,"Drama,Romance",0.0,0.0,2.0,0.0,0.0
35,36,Dead Man Walking,1995,3.93,"Crime,Drama",0.0,0.0,4.0,0.0,3.0
36,37,Across the Sea of Time,1995,2.96,"Documentary,IMAX",0.0,0.0,2.0,0.0,0.0
37,38,It Takes Two,1995,2.91,"Children,Comedy",5.0,0.0,0.0,0.0,0.0
38,39,Clueless,1995,3.42,"Comedy,Romance",3.0,0.0,0.0,0.0,0.0
39,40,"Cry, the Beloved Country",1995,3.65,Drama,0.0,0.0,2.0,0.0,0.0
40,41,Richard III,1995,3.85,"Drama,War",0.0,0.0,0.0,0.0,2.0
41,42,Dead Presidents,1995,3.05,"Action,Crime,Drama",0.0,0.0,0.0,0.0,5.0
42,43,Restoration,1995,3.47,Drama,0.0,0.0,0.0,0.0,0.0
43,44,Mortal Kombat,1995,2.63,"Action,Adventure,Fantasy",0.0,0.0,0.0,0.0,2.0
44,45,To Die For,1995,3.37,"Comedy,Drama,Thriller",0.0,0.0,0.0,0.0,2.0
45,46,How to Make an American Quilt,1995,3.27,"Drama,Romance",0.0,0.0,0.0,0.0,0.0
46,47,Seven (a.k.a. Se7en),1995,4.07,"Mystery,Thriller",0.0,2.0,0.0,4.0,5.0
47,48,Pocahontas,1995,2.96,"Animation,Children,Drama,Musical,Romance",4.0,0.0,0.0,0.0,0.0
48,49,When Night Is Falling,1995,3.57,"Drama,Romance",0.0,2.0,0.0,0.0,0.0
49,50,"Usual Suspects, The",1995,4.29,"Crime,Mystery,Thriller",0.0,0.0,0.0,2.0,4.0
51,52,Mighty Aphrodite,1995,3.53,"Comedy,Drama,Romance",0.0,0.0,0.0,0.0,2.0
52,53,Lamerica,1994,3.7,"Adventure,Drama",0.0,0.0,0.0,0.0,0.0
53,54,"Big Green, The",1995,2.85,"Children,Comedy",2.0,0.0,0.0,0.0,0.0
54,55,Georgia,1995,3.23,Drama,0.0,0.0,0.0,0.0,0.0
55,56,Kids of the Round Table,1995,2.06,"Adventure,Children,Comedy,Fantasy",3.0,0.0,0.0,2.0,0.0
56,57,Home for the Holidays,1995,3.32,Drama,0.0,0.0,0.0,0.0,0.0
57,58,"Postman, The (Postino, Il)",1994,3.96,"Comedy,Drama,Romance",0.0,0.0,2.0,0.0,0.0
58,59,"Confessional, The (Confessionnal, Le)",1995,3.6,"Drama,Mystery",0.0,0.0,0.0,0.0,2.0
59,60,"Indian in the Cupboard, The",1995,3.07,"Adventure,Children,Fantasy",0.0,0.0,0.0,0.0,0.0
60,61,Eye for an Eye,1996,3.34,"Drama,Thriller",0.0,0.0,0.0,0.0,2.0
61,62,Mr. Holland's Opus,1995,3.75,Drama,0.0,0.0,2.0,0.0,0.0
62,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,3.12,"Comedy,Crime",0.0,0.0,0.0,0.0,0.0
63,64,Two if by Sea,1996,2.84,"Comedy,Romance",2.0,0.0,0.0,0.0,0.0
64,65,Bio-Dome,1996,2.4,Comedy,0.0,0.0,0.0,0.0,0.0
65,66,Lawnmower Man 2: Beyond Cyberspace,1996,2.16,"Action,Sci-Fi,Thriller",0.0,0.0,0.0,0.0,0.0
66,67,Two Bits,1995,3.35,Drama,0.0,0.0,0.0,0.0,0.0
67,68,French Twist (Gazon maudit),1995,3.45,"Comedy,Romance",0.0,2.0,0.0,0.0,0.0
68,69,Friday,1995,3.55,Comedy,0.0,0.0,0.0,0.0,3.0
69,70,From Dusk Till Dawn,1996,3.32,"Action,Comedy,Horror,Thriller",0.0,4.0,0.0,3.0,5.0
70,71,Fair Game,1995,2.35,Action,0.0,0.0,0.0,0.0,2.0
71,72,Kicking and Screaming,1995,3.48,"Comedy,Drama",0.0,0.0,0.0,0.0,0.0
72,73,"Misérables, Les",1995,3.79,"Drama,War",0.0,0.0,2.0,0.0,2.0
73,74,Bed of Roses,1996,3.3,"Drama,Romance",2.0,0.0,0.0,0.0,0.0
74,75,Big Bully,1996,2.45,"Comedy,Drama",0.0,0.0,0.0,2.0,0.0
75,76,Screamers,1995,3.02,"Action,Sci-Fi,Thriller",0.0,0.0,0.0,2.0,0.0
76,77,Nico Icon,1995,3.44,Documentary,0.0,0.0,0.0,0.0,0.0
77,78,"Crossing Guard, The",1995,3.17,"Action,Crime,Drama,Thriller",0.0,0.0,0.0,0.0,3.0
78,79,"Juror, The",1996,3.16,"Drama,Thriller",0.0,0.0,0.0,0.0,0.0
79,80,"White Balloon, The (Badkonake sefid)",1995,3.73,"Children,Drama",3.0,0.0,0.0,0.0,0.0
80,81,Things to Do in Denver When You're Dead,1995,3.27,"Crime,Drama,Romance",0.0,0.0,0.0,0.0,5.0
81,82,Antonia's Line (Antonia),1995,4.01,"Comedy,Drama",0.0,0.0,2.0,0.0,2.0
82,83,Once Upon a Time... When We Were Colored,1995,3.65,"Drama,Romance",0.0,0.0,2.0,0.0,2.0
83,84,Last Summer in the Hamptons,1995,3.38,"Comedy,Drama",0.0,0.0,0.0,0.0,0.0
84,85,Angels and Insects,1995,3.54,"Drama,Romance",0.0,2.0,0.0,0.0,0.0
85,86,White Squall,1996,3.49,"Action,Adventure,Drama",0.0,0.0,0.0,0.0,0.0
86,87,Dunston Checks In,1996,2.41,"Children,Comedy",3.0,0.0,0.0,0.0,0.0
87,88,Black Sheep,1996,3.13,Comedy,0.0,0.0,0.0,0.0,0.0
88,89,Nick of Time,1995,3.13,"Action,Thriller",0.0,0.0,0.0,2.0,0.0
89,90,The Journey of August King,1995,3.34,Drama,0.0,0.0,0.0,0.0,0.0
90,92,Mary Reilly,1996,2.85,"Drama,Horror,Thriller",0.0,0.0,0.0,2.0,0.0
91,93,Vampire in Brooklyn,1995,2.51,"Comedy,Horror,Romance",0.0,0.0,0.0,2.0,0.0
92,94,Beautiful Girls,1996,3.53,"Comedy,Drama,Romance",0.0,0.0,0.0,0.0,0.0
93,95,Broken Arrow,1996,3.11,"Action,Adventure,Thriller",0.0,0.0,0.0,0.0,0.0
94,96,In the Bleak Midwinter,1995,3.69,"Comedy,Drama",0.0,0.0,0.0,0.0,0.0
95,97,"Hate (Haine, La)",1995,3.99,"Crime,Drama",0.0,0.0,0.0,0.0,5.0
96,98,Shopping,1994,2.65,"Action,Thriller",0.0,0.0,0.0,0.0,2.0
97,99,Heidi Fleiss: Hollywood Madam,1995,3.11,Documentary,0.0,0.0,0.0,0.0,2.0
98,100,City Hall,1996,3.23,"Drama,Thriller",0.0,0.0,0.0,0.0,2.0
99,101,Bottle Rocket,1996,3.77,"Adventure,Comedy,Crime,Romance",0.0,0.0,0.0,0.0,2.0
100,102,Mr. Wrong,1996,2.43,Comedy,0.0,0.0,0.0,2.0,0.0
101,103,Unforgettable,1996,3.27,"Mystery,Sci-Fi,Thriller",2.0,0.0,0.0,0.0,2.0
102,104,Happy Gilmore,1996,3.39,Comedy,0.0,0.0,0.0,0.0,2.0
103,105,"Bridges of Madison County, The",1995,3.33,"Drama,Romance",0.0,0.0,2.0,0.0,0.0
104,106,Nobody Loves Me (Keiner liebt mich),1994,3.41,"Comedy,Drama",0.0,0.0,0.0,0.0,0.0
105,107,Muppet Treasure Island,1996,3.2,"Adventure,Children,Comedy,Musical",2.0,0.0,0.0,0.0,2.0
106,108,Catwalk,1996,3.04,Documentary,0.0,0.0,0.0,0.0,0.0
108,110,Braveheart,1995,4.01,"Action,Drama,War",0.0,2.0,2.0,2.0,5.0
109,111,Taxi Driver,1976,4.09,"Crime,Drama,Thriller",0.0,0.0,2.0,2.0,5.0
110,112,Rumble in the Bronx (Hont faan kui),1995,3.4,"Action,Adventure,Comedy,Crime",0.0,0.0,0.0,0.0,3.0
111,113,Before and After,1996,3.13,"Drama,Mystery",0.0,0.0,0.0,0.0,0.0
112,114,Margaret's Museum,1995,3.63,Drama,0.0,0.0,2.0,0.0,2.0
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le)",1995,3.39,Comedy,0.0,0.0,0.0,0.0,0.0
114,116,Anne Frank Remembered,1995,3.91,Documentary,0.0,0.0,2.0,0.0,0.0
115,117,"Young Poisoner's Handbook, The",1995,3.59,"Crime,Drama",0.0,0.0,2.0,0.0,4.0
116,118,If Lucy Fell,1996,3.01,"Comedy,Romance",2.0,0.0,0.0,0.0,0.0
117,119,"Steal Big, Steal Little",1995,2.8,Comedy,0.0,0.0,0.0,0.0,0.0
118,120,Race the Sun,1996,2.88,"Adventure,Comedy,Drama",4.0,0.0,0.0,0.0,0.0
119,121,"Boys of St. Vincent, The",1992,3.74,Drama,0.0,2.0,2.0,0.0,3.0
120,122,Boomerang,1992,2.86,"Comedy,Romance",0.0,0.0,0.0,0.0,0.0
121,123,Chungking Express (Chung Hing sam lam),1994,3.99,"Drama,Mystery,Romance",0.0,0.0,0.0,0.0,2.0
122,124,"Star Maker, The (Uomo delle stelle, L')",1995,3.49,Drama,0.0,0.0,0.0,0.0,0.0
123,125,Flirting With Disaster,1996,3.74,Comedy,0.0,0.0,0.0,0.0,2.0
124,126,"NeverEnding Story III, The",1994,2.34,"Adventure,Children,Fantasy",0.0,0.0,0.0,0.0,0.0
125,127,"Silences of the Palace, The (Saimt el Qusur)",1994,3.22,Drama,0.0,0.0,0.0,0.0,0.0
126,128,Jupiter's Wife,1994,3.48,Documentary,0.0,0.0,2.0,0.0,2.0
127,129,Pie in the Sky,1996,3.17,"Comedy,Romance",2.0,0.0,0.0,0.0,0.0
129,131,Frankie Starlight,1995,3.31,"Drama,Romance",0.0,0.0,0.0,0.0,0.0
130,132,Jade,1995,2.77,Thriller,0.0,3.0,0.0,0.0,2.0
133,135,Down Periscope,1996,3.0,Comedy,0.0,0.0,0.0,0.0,0.0
134,136,From the Journals of Jean Seberg,1995,3.56,Documentary,0.0,0.0,0.0,0.0,0.0
135,137,Man of the Year,1995,3.3,Documentary,0.0,0.0,0.0,2.0,0.0
136,138,"Neon Bible, The",1995,3.28,Drama,0.0,0.0,0.0,0.0,2.0
138,140,Up Close and Personal,1996,3.31,"Drama,Romance",2.0,0.0,0.0,0.0,0.0
139,141,"Birdcage, The",1996,3.52,Comedy,0.0,0.0,0.0,0.0,0.0
142,144,"Brothers McMullen, The",1995,3.47,Comedy,0.0,0.0,0.0,0.0,2.0
143,145,Bad Boys,1995,3.28,"Action,Comedy,Crime,Drama,Thriller",0.0,0.0,0.0,0.0,2.0
144,146,"Amazing Panda Adventure, The",1995,2.9,"Adventure,Children",5.0,0.0,0.0,2.0,0.0
145,147,"Basketball Diaries, The",1995,3.6,Drama,0.0,0.0,2.0,2.0,4.0
146,148,"Awfully Big Adventure, An",1995,2.91,Drama,0.0,0.0,0.0,0.0,0.0
147,149,Amateur,1994,3.69,"Crime,Drama,Thriller",0.0,0.0,0.0,0.0,2.0
148,150,Apollo 13,1995,3.88,"Adventure,Drama,IMAX",0.0,0.0,0.0,2.0,0.0
149,151,Rob Roy,1995,3.52,"Action,Drama,Romance,War",0.0,0.0,0.0,0.0,4.0
150,152,"Addiction, The",1995,3.09,"Drama,Horror",0.0,0.0,0.0,2.0,2.0
151,153,Batman Forever,1995,2.9,"Action,Adventure,Comedy,Crime",0.0,0.0,0.0,2.0,2.0
152,154,Beauty of the Day (Belle de jour),1967,3.8,Drama,0.0,2.0,0.0,0.0,3.0
153,155,Beyond Rangoon,1995,3.4,"Adventure,Drama,War",0.0,0.0,0.0,0.0,0.0
154,156,Blue in the Face,1995,3.53,"Comedy,Drama",0.0,0.0,0.0,0.0,0.0
155,157,Canadian Bacon,1995,2.79,"Comedy,War",0.0,0.0,0.0,0.0,0.0
156,158,Casper,1995,2.89,"Adventure,Children",5.0,0.0,0.0,2.0,0.0
157,159,Clockers,1995,3.41,"Crime,Drama,Mystery",0.0,0.0,0.0,0.0,4.0
158,160,Congo,1995,2.61,"Action,Adventure,Mystery,Sci-Fi",0.0,0.0,0.0,2.0,0.0
159,161,Crimson Tide,1995,3.75,"Drama,Thriller,War",0.0,0.0,0.0,2.0,0.0
160,162,Crumb,1994,3.99,Documentary,0.0,0.0,0.0,2.0,3.0
161,163,Desperado,1995,3.43,"Action,Romance,Western",0.0,2.0,0.0,0.0,5.0
162,164,Devil in a Blue Dress,1995,3.46,"Crime,Film-Noir,Mystery,Thriller",0.0,0.0,0.0,0.0,2.0
163,165,Die Hard: With a Vengeance,1995,3.51,"Action,Crime,Thriller",0.0,0.0,0.0,0.0,2.0
164,166,"Doom Generation, The",1995,2.84,"Comedy,Crime,Drama",0.0,2.0,0.0,0.0,4.0
165,167,Feast of July,1995,3.19,Drama,0.0,0.0,0.0,0.0,2.0
166,168,First Knight,1995,3.06,"Action,Drama,Romance",0.0,0.0,0.0,0.0,0.0
167,169,Free Willy 2: The Adventure Home,1995,2.3,"Adventure,Children,Drama",2.0,0.0,0.0,0.0,0.0
168,170,Hackers,1995,3.22,"Action,Adventure,Crime,Thriller",0.0,0.0,0.0,0.0,0.0
169,171,Jeffrey,1995,3.6,"Comedy,Drama",0.0,0.0,2.0,0.0,2.0
170,172,Johnny Mnemonic,1995,2.75,"Action,Sci-Fi,Thriller",0.0,0.0,0.0,0.0,2.0
171,173,Judge Dredd,1995,2.54,"Action,Crime,Sci-Fi",0.0,0.0,0.0,0.0,2.0
172,174,Jury Duty,1995,2.45,Comedy,0.0,0.0,0.0,0.0,0.0
173,175,Kids,1995,3.52,Drama,0.0,3.0,0.0,2.0,4.0
174,176,Living in Oblivion,1995,3.85,Comedy,0.0,0.0,0.0,0.0,2.0
175,177,Lord of Illusions,1995,2.89,Horror,0.0,0.0,0.0,3.0,3.0
176,178,Love & Human Remains,1993,3.38,"Comedy,Drama",0.0,0.0,0.0,0.0,2.0
177,179,Mad Love,1995,2.75,"Drama,Romance",2.0,0.0,0.0,2.0,2.0
178,180,Mallrats,1995,3.57,"Comedy,Romance",0.0,0.0,0.0,0.0,2.0
179,181,Mighty Morphin Power Rangers: The Movie,1995,1.99,"Action,Children",0.0,0.0,0.0,2.0,0.0
180,182,Moonlight and Valentino,1995,3.08,"Drama,Romance",0.0,0.0,0.0,0.0,0.0
181,183,Mute Witness,1994,3.36,"Comedy,Horror,Thriller",0.0,0.0,0.0,2.0,0.0
182,184,Nadja,1994,3.11,Drama,0.0,0.0,0.0,0.0,2.0
183,185,"Net, The",1995,3.12,"Action,Crime,Thriller",2.0,0.0,0.0,2.0,0.0
184,186,Nine Months,1995,2.87,"Comedy,Romance",2.0,0.0,0.0,0.0,0.0
185,187,Party Girl,1995,3.45,Comedy,2.0,0.0,0.0,0.0,0.0
186,188,"Prophecy, The",1995,3.33,"Fantasy,Horror,Mystery",0.0,0.0,0.0,2.0,2.0
187,189,Reckless,1995,3.01,"Comedy,Fantasy",0.0,0.0,0.0,0.0,0.0
188,190,Safe,1995,3.58,Thriller,0.0,0.0,0.0,0.0,0.0
189,191,"Scarlet Letter, The",1995,2.69,"Drama,Romance",0.0,0.0,0.0,0.0,0.0
190,192,The Show,1995,3.02,Documentary,0.0,0.0,0.0,0.0,2.0
191,193,Showgirls,1995,2.25,Drama,0.0,5.0,0.0,0.0,2.0
192,194,Smoke,1995,3.84,"Comedy,Drama",0.0,0.0,0.0,0.0,2.0
193,195,Something to Talk About,1995,3.09,"Comedy,Drama,Romance",0.0,0.0,0.0,0.0,0.0
194,196,Species,1995,2.83,"Horror,Sci-Fi",0.0,3.0,0.0,2.0,2.0
195,197,"Stars Fell on Henrietta, The",1995,3.08,Drama,0.0,0.0,0.0,0.0,0.0
196,198,Strange Days,1995,3.42,"Action,Crime,Drama,Mystery,Sci-Fi,Thriller",0.0,0.0,0.0,0.0,4.0
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,3.77,"Drama,Musical,Romance",0.0,0.0,0.0,0.0,0.0
198,200,"Tie That Binds, The",1995,2.84,Thriller,0.0,0.0,0.0,0.0,2.0
199,201,Three Wishes,1995,3.03,"Drama,Fantasy",0.0,0.0,0.0,0.0,0.0
200,202,Total Eclipse,1995,3.06,"Drama,Romance",0.0,0.0,0.0,0.0,3.0
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,3.16,Comedy,2.0,0.0,0.0,0.0,0.0
202,204,Under Siege 2: Dark Territory,1995,2.93,Action,0.0,0.0,0.0,0.0,2.0
203,205,Unstrung Heroes,1995,3.51,"Comedy,Drama",0.0,0.0,0.0,0.0,0.0
204,206,Unzipped,1995,3.47,Documentary,0.0,0.0,0.0,0.0,0.0
205,207,"Walk in the Clouds, A",1995,3.37,"Drama,Romance",2.0,0.0,0.0,0.0,0.0
206,208,Waterworld,1995,2.86,"Action,Adventure,Sci-Fi",0.0,0.0,0.0,0.0,0.0
207,209,White Man's Burden,1995,2.82,Drama,0.0,0.0,0.0,2.0,2.0
208,210,Wild Bill,1995,2.88,Western,0.0,0.0,0.0,0.0,2.0
209,211,"Browning Version, The",1994,3.59,Drama,0.0,0.0,0.0,0.0,0.0
210,212,Bushwhacked,1995,2.56,"Adventure,Comedy,Crime,Mystery",0.0,0.0,0.0,2.0,0.0
211,213,Burnt by the Sun (Utomlyonnye solntsem),1994,4.02,Drama,0.0,0.0,2.0,0.0,0.0
212,214,Before the Rain (Pred dozhdot),1994,4.04,"Drama,War",0.0,0.0,0.0,0.0,2.0
213,215,Before Sunrise,1995,3.9,"Drama,Romance",2.0,0.0,0.0,0.0,0.0
214,216,Billy Madison,1995,3.25,Comedy,0.0,0.0,0.0,0.0,0.0
215,217,"Babysitter, The",1995,2.74,"Drama,Thriller",0.0,2.0,0.0,0.0,0.0
216,218,Boys on the Side,1995,3.28,"Comedy,Drama",2.0,0.0,2.0,0.0,2.0
217,219,"Cure, The",1995,3.61,Drama,0.0,0.0,3.0,0.0,0.0
218,220,Castle Freak,1995,2.42,Horror,0.0,0.0,0.0,3.0,3.0
219,222,Circle of Friends,1995,3.53,"Drama,Romance",0.0,0.0,0.0,0.0,0.0
220,223,Clerks,1994,3.85,Comedy,0.0,0.0,0.0,0.0,3.0
221,224,Don Juan DeMarco,1995,3.44,"Comedy,Drama,Romance",2.0,0.0,0.0,0.0,0.0
222,225,Disclosure,1994,3.29,"Drama,Thriller",0.0,0.0,0.0,0.0,0.0
224,227,Drop Zone,1994,3.07,"Action,Thriller",0.0,0.0,0.0,0.0,0.0
225,228,Destiny Turns on the Radio,1995,2.68,Comedy,0.0,0.0,0.0,0.0,3.0
226,229,Death and the Maiden,1994,3.56,"Drama,Thriller",0.0,0.0,0.0,0.0,2.0
227,230,Dolores Claiborne,1995,3.58,"Drama,Thriller",0.0,0.0,0.0,2.0,0.0
228,231,Dumb & Dumber (Dumb and Dumber),1994,2.96,"Adventure,Comedy",0.0,0.0,0.0,0.0,0.0
229,232,Eat Drink Man Woman (Yin shi nan nu),1994,4.02,"Comedy,Drama,Romance",0.0,0.0,0.0,0.0,0.0
230,233,Exotica,1994,3.52,Drama,0.0,0.0,0.0,0.0,0.0
231,234,Exit to Eden,1994,2.67,Comedy,0.0,2.0,0.0,0.0,0.0
232,235,Ed Wood,1994,3.66,"Comedy,Drama",0.0,0.0,0.0,0.0,2.0
233,236,French Kiss,1995,3.31,"Action,Comedy,Romance",4.0,0.0,0.0,0.0,0.0
